ticker,company,target_from,target_to,action,rating_from,rating_to,time,rating_from_score,rating_to_score,rating_delta,rating_magnitude,target_delta,target_growth,year,month,day,weekday,weekday_num,quarter,date,rsi,stoch,willr,roc,mom,rvi,cci,ema,sma,wma,hma,tema,dema,vwma,kama,swma,fwma,hwma,zlma,macd,macd_signal,macd_hist,adx,aroon,psar,supertrend,atr,natr,mfi,obv,ad,cmf,vwap,pvt,eom,nvi
HUBB,Hubbell,500.0,500.0,reiterated by,Overweight,Overweight,2025-09-12 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,12,Friday,4,3,2025-09-12 00:30:05,52.18378744549684,68.973956890233,-50.77276487707487,-1.586120433485848,-7.04998779296875,54.5422818487122,-4983.474075141313,436.2009402001852,435.888557434082,437.77383379255025,439.5840512045327,441.3136034230436,441.1900842010186,436.2463599312201,427.58508584006967,436.8289957682292,441.04526305152893,439.19047643162344,439.7709322167951,3.92459880318728,3.7696142710961102,0.1549845320911695,20.071250032688777,42.85714285714286,423.36999055175784,420.0610132532953,10.64541866566187,2.585316721098156,60.9517595080046,112937.0,3955873.210747816,0.1109225413781595,441.71165974934894,4780528.627965549,1602.693113352371,1000.537197975736
ACA,Arcosa,110.0,120.0,target raised by,Buy,Buy,2025-08-12 00:30:05,2.0,2.0,0.0,0.0,10.0,0.0909090909090909,2025,8,12,Tuesday,1,3,2025-08-12 00:30:05,71.12110317458644,95.18298974365824,-1.1402336757157627,12.784097340983603,11.24395751953125,61.344649780629105,-2021.7392924780552,89.57653164589638,88.95515441894531,89.3586032322475,89.20415990920293,92.05961943791073,90.87308230449808,89.45056116343183,89.56000814949687,87.04651234944662,94.47643891845564,90.5469022708162,90.25393498043849,1.2357156479628486,0.0423502627043039,1.1933653852585446,28.77179259863083,50.0,82.451733884006,87.43447084862538,2.7732518227399727,3.298679970445193,64.44909966575123,-67700.0,183956.0538130564,0.0343972170437195,98.02727587196073,6970114.463924255,605.704392570696,1003.1881285199572
DLR,Digital Realty Trust,163.0,179.0,target raised by,Hold,Hold,2025-10-25 00:30:05,0.0,0.0,0.0,0.0,16.0,0.0981595092024539,2025,10,25,Saturday,5,4,2025-10-25 00:30:05,63.07210041783683,62.641115682863386,-22.80824822995856,6.4039366931889505,10.789993286132812,65.99669753671591,-5600.541652115783,173.4707581157328,173.57500152587892,173.85538221086776,173.5363820592046,175.09292448755735,174.91726739080474,173.9077286137602,172.91999735076368,173.29400075276692,175.76851749775568,174.49499866147815,174.57838461710045,1.0733972705878898,0.8129200428604032,0.2604772277274866,20.02100412331424,28.57142857142857,168.6169970703125,166.0401912827543,4.024292774179884,2.4402868953362926,57.831189507537935,8818100.0,2917183.7162888395,0.1677189358628767,179.27666727701822,24449028.539456,-10.951687737036876,997.6186820598574
MRVI,Maravai LifeSciences,7.0,5.0,target lowered by,Outperform,Outperform,2025-08-13 00:30:07,2.0,2.0,0.0,0.0,-2.0,-0.2857142857142857,2025,8,13,Wednesday,2,3,2025-08-13 00:30:07,60.48279505738369,61.07784037891135,-8.982041228423832,14.107879753544449,0.3399999141693115,55.440005684476525,-905.2986619054328,2.404033166958659,2.4170000195503234,2.3743095420655753,2.1882961215807764,2.3454038427365185,2.3768575761262256,2.406105248510343,2.3325067877283683,2.212000020345052,2.4972159955812536,2.2236301821530455,2.28953002065551,-0.018905199420228,-0.0408919562784195,0.0219867568581914,22.99242358694175,71.42857142857143,2.0042000102996824,2.0177422321088168,0.2014546846712701,8.26129257180325,49.65865017331724,5418600.0,1655925.127544873,-0.0308545427498033,2.7233333587646484,199803064.49842367,-0.0505444611547815,1013.2913297287988
ADP,Automatic Data Processing,315.0,290.0,target lowered by,Neutral,Neutral,2025-09-18 00:30:07,0.0,0.0,0.0,0.0,-25.0,-0.0793650793650793,2025,9,18,Thursday,3,3,2025-09-18 00:30:07,41.83019129664468,33.516065095503286,-59.55705552581029,-2.8980904823965137,-8.68365478515625,47.5336445650227,-4212.158159035448,295.59872455707364,297.1369323730469,294.458489554269,289.32655915231413,289.5229349202115,291.520123431434,296.4115524844637,297.2598923431798,292.89317626953124,290.6226484388096,288.6340641370338,290.2514296560691,-3.249817348780823,-2.460932215616877,-0.7888851331639462,33.449986317570804,85.71428571428572,298.61497075161043,304.4690106657184,5.114592998299213,1.842791290897116,44.18070056798404,9134700.0,9231228.159082163,0.0668254680254295,290.23000081380206,-4255601.557746764,-361.88435066683024,999.17882883162
DCGO,DocGo,1.45,1.6,target raised by,Hold,Hold,2025-08-22 00:30:05,0.0,0.0,0.0,0.0,0.1500000000000001,0.103448275862069,2025,8,22,Friday,4,3,2025-08-22 00:30:05,61.15062572808737,70.0856885593692,-13.953476767076944,9.554138289604913,0.1499999761581421,52.96635195093145,-920.3090680355516,1.5691056560010677,1.527999997138977,1.5829523830186754,1.695532044389031,1.673233163286933,1.6286667252057228,1.5362154929683405,1.570955874399948,1.6389999985694883,1.652915885447109,1.6999033827380885,1.6841685227195962,0.0502585933975776,0.0339819283165668,0.0162766650810107,34.60790229452398,0.0,1.3918903686376516,1.339908505152995,0.1031864081895009,6.067183512423806,60.43307927831311,-745300.0,-463355.501398591,-0.0822033207113086,1.6750000317891438,25846539.60195785,0.4125125085293777,987.0006922291732
VRT,Vertiv,145.0,170.0,target raised by,Equal Weight,Equal Weight,2025-10-24 00:30:05,0.0,0.0,0.0,0.0,25.0,0.1724137931034483,2025,10,24,Friday,4,4,2025-10-24 00:30:05,70.5660516863947,81.3029567385816,-8.294262122063179,10.08816259743041,17.050003051757812,57.4257596432298,-1048.708942204043,169.03029170904898,169.1199989318848,174.31485595703126,181.1953417308196,184.9956721447508,182.03776832417623,169.567467294416,172.70091970331094,176.5729990641276,180.73730843714708,191.78436872888645,182.36401940314573,9.580241171726698,9.203570147127438,0.3766710245992595,30.859552049964243,7.14285714285714,163.11639282226562,156.62388330034804,9.350861138218248,5.398210657854087,54.84243166906006,35249500.0,6869959.319429402,-0.0006960513254053,186.61666361490884,220577878.1355999,105.01892829258378,1008.5893470355526
NGNE,Neurogene,45.0,45.0,target set by,Buy,Buy,2025-10-03 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,3,Friday,4,4,2025-10-03 00:30:06,68.53519997549766,65.25475477363409,-27.943078594118653,29.883716056126616,5.1399993896484375,65.30353590683275,-1194.0918411924206,18.777141134273748,18.375000095367433,18.42280953725179,18.48159615405194,19.22372377594967,18.620395138341628,19.15471030446015,19.823938410004978,17.908166567484535,20.236584088817143,19.051052694205957,18.819581012803383,0.0196777652823776,-0.5043272570154499,0.5240050222978275,18.464628929142716,42.85714285714286,16.98851244812012,16.7602943105452,1.520543185838381,7.99425676248708,65.0951377834226,1050200.0,-795433.4541588412,-0.0120594416388244,22.28000005086263,17768914.133389637,271.7265368600365,993.40807664407
DARE,Dare Bioscience,8.0,8.0,upgraded by,Hold,Buy,2025-09-05 00:30:05,0.0,2.0,2.0,2.0,0.0,0.0,2025,9,5,Friday,4,3,2025-09-05 00:30:05,49.24199675874615,35.33664101544305,-48.27582237977948,2.380961571691675,0.0500001907348632,61.295733308704946,-2733.0784824411444,2.1249273320408486,2.0632499754428864,2.0725952279000057,2.0553705867750813,2.044660856978304,2.0109466164372742,2.062306151824968,2.08681023606673,2.0471666653951006,2.104285766397203,1.9889799988450432,2.0396876261004095,-0.0753579850463519,-0.1039777384375146,0.0286197533911626,48.720245692673714,71.42857142857143,1.837260043621063,2.3321315588972564,0.1441925044715955,4.6960592295053925,60.07772132478576,71191900.0,-75540046.03976314,-0.112992511874315,2.143333355585734,1611353762.0663204,0.0621973036233594,977.688988513975
FWRG,First Watch Restaurant Group,22.0,24.0,target raised by,Buy,Buy,2025-08-07 00:30:08,2.0,2.0,0.0,0.0,2.0,0.0909090909090909,2025,8,7,Thursday,3,3,2025-08-07 00:30:08,55.29752324670069,61.175338673910915,-49.42195193480173,4.524091874582978,0.7700004577636719,48.00450723767656,-2925.642328445238,17.380110453320757,17.32800006866455,17.45961920420329,17.6185691613862,17.83736267505964,17.77826324189215,17.599740432001656,17.10513426672299,17.345666885375977,17.89111335793166,17.880840546689576,17.666064967344973,0.2982210526008551,0.2424691076572399,0.0557519449436151,23.360263768287595,71.42857142857143,16.17701687927246,16.099024754887488,1.0270268010258368,6.721225454375777,54.65107549427622,3445800.0,9115893.583031384,0.1015673026287616,17.763333638509113,31703788.810347248,4.716664650428822,995.2965355630216
VRNS,Varonis Systems,63.0,70.0,target raised by,Overweight,Overweight,2025-10-25 00:30:06,2.0,2.0,0.0,0.0,7.0,0.1111111111111111,2025,10,25,Saturday,5,4,2025-10-25 00:30:06,58.61816976056923,59.30051060787968,-36.78164245869825,1.3667428654422311,0.8400001525878906,48.19983929214347,-3375.6380694898603,60.779741246578304,60.79650020599366,61.326238323393326,61.55963803262421,62.23118020854058,62.064282345902235,60.76355398198159,59.6758857880796,61.173000462849934,61.88220599049029,62.976218427985366,61.712983624413525,0.9522379158817174,0.9682212594098856,-0.0159833435281681,21.44866379147963,0.0,60.01983488062358,56.805279124059936,1.879324879197756,3.0563929876022424,60.16553895427704,2495200.0,5488110.5661416175,-0.0144789594180822,62.19499969482422,29947665.775053296,33.16069809642957,1009.6974101413358
FLUT,Flutter Entertainment,357.0,324.0,target lowered by,Buy,Buy,2025-10-03 00:30:06,2.0,2.0,0.0,0.0,-33.0,-0.0924369747899159,2025,10,3,Friday,4,4,2025-10-03 00:30:06,31.559375060282516,7.967308808016915,-80.84115055693385,-9.912130828481986,-28.20001220703125,43.31780510506346,-1813.4193470874843,274.97783564564486,277.6079986572265,272.0054741995676,260.91171865818296,257.1744563802929,263.2287592137924,270.67666631211307,268.12336094656644,271.8286666870117,257.65542177515874,256.45087894502024,261.4232011028998,-9.549654975285534,-6.497527893661495,-3.0521270816240396,35.72452356832007,92.85714285714286,286.3555339786434,278.4686114555028,7.782995628549532,3.344007304843066,36.95870835956797,-5683800.0,6741209.98967734,-0.2163603411731777,254.86666361490884,-119065220.324215,-604.7201825245962,1013.4647847944474
WMT,Walmart,111.0,111.0,reiterated by,Overweight,Overweight,2025-09-25 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,25,Thursday,3,3,2025-09-25 00:30:05,58.30980165094468,47.087621568188574,-52.48707714453968,0.389675129014063,0.4000015258789062,61.095229888366866,-3451.436755750136,101.9064093306266,101.56850051879884,102.56152416410902,103.67687527280864,103.57493097976838,103.28859838788752,101.49034620440592,102.39809377141086,103.17366612752278,102.88199972349796,103.48906093195252,103.58098028580132,1.0460409101270187,1.0639582269145778,-0.017917316787559,23.25102665265143,0.0,101.50674517739958,99.8595169904137,1.5891144622528477,1.4714118816142616,51.42665472095292,42244400.0,18830189.667902406,0.1305771631343145,103.04666900634766,-95954972.90762848,1.431693596637931,1009.1435403955936
TSN,Tyson Foods,60.0,60.0,initiated by,Neutral,Neutral,2025-08-21 00:30:06,0.0,0.0,0.0,0.0,0.0,0.0,2025,8,21,Thursday,3,3,2025-08-21 00:30:06,58.94195070635045,81.39143681469926,-18.64403709522612,1.1182155662465867,0.6243896484375,52.64839448598304,-2448.527135392514,55.34638900256538,54.86082534790039,55.61358224777949,56.838967111430634,56.6472988614906,56.11436686800419,54.64555189311074,55.47599358962394,56.17897529602051,56.21394954145056,57.18204676721588,56.56854173584381,0.6265637604074072,0.4842010151346572,0.14236274527275,25.44644646065677,0.0,54.996806094379934,52.97297255541017,1.1056340482206857,2.007268750980996,69.40040703458953,11056900.0,5508106.452058766,0.0068325103130445,56.24769225973279,23646675.443919927,10.97892676319629,1009.6493408563716
UHS,Universal Health Services,259.0,250.0,target lowered by,Overweight,Overweight,2025-09-19 00:30:05,2.0,2.0,0.0,0.0,-9.0,-0.0347490347490347,2025,9,19,Friday,4,3,2025-09-19 00:30:05,60.29873860183944,60.987422134887865,-34.458986291680624,-0.7784534849303001,-1.4799957275390625,66.33744478232984,-4151.605667125654,185.3600275190484,185.72663345336915,187.04723300025577,189.79851908035604,190.36730780865855,189.75995517703484,185.7592341123112,185.44029762539273,188.61766459147137,188.23320994966787,194.720111703215,189.73551211343863,2.9850109125847837,3.1527105501116286,-0.1676996375268449,29.611290423022215,7.14285714285714,183.0462891390685,177.84568723473993,4.267782608450098,2.2456262677025136,64.6725744008665,12516100.0,2778472.696253326,0.1563342568243298,188.20333353678384,8242538.067796002,140.59262205581348,1006.8836770730322
AREC,American Resources,6.0,6.0,initiated by,Buy,Buy,2025-09-16 00:30:09,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,16,Tuesday,1,3,2025-09-16 00:30:09,72.51524323711986,75.26643934458484,-8.411207456485826,38.97435753224794,0.7599999904632568,54.162786761720795,-520.5055603601913,1.9890744756254133,1.95699999332428,2.085476178782327,2.1812380694723745,2.3689600235601747,2.289383458163597,1.9205326442886663,1.9592345936851008,2.040333306789398,2.389234339275446,2.379861182692919,2.2587989644386486,0.23542655723585,0.1914147559971332,0.0440118012387168,41.38806733885768,42.85714285714286,1.931867289920468,1.883300131741835,0.2414206903298599,9.389595275187183,63.6563337451116,30479800.0,2917228.2520322665,0.0655030588757026,2.669999996821085,967021646.4669384,0.0978616028718291,958.1243568042372
CAN,Canaan,2.0,4.0,target raised by,Buy,Buy,2025-10-24 00:30:05,2.0,2.0,0.0,0.0,2.0,1.0,2025,10,24,Friday,4,4,2025-10-24 00:30:05,63.33033038917714,62.1739103242745,-28.695656500601903,73.39448879066336,0.7999999523162842,56.00658209055717,-325.1767085221945,1.5208572514468817,1.4761000007390976,1.6456619058336532,1.978695070503594,1.965791788287416,1.8577241387526868,1.5075223488437184,1.5935373913679585,1.8084999998410545,1.8246254660765509,2.1158469859007365,1.9625805123923803,0.2560074391507532,0.2348931539890322,0.0211142851617209,41.78450884185661,28.57142857142857,1.4212450928968332,1.0417625536921236,0.2363178344633779,14.602309433623931,55.35371434531063,249723600.0,-126960143.5431892,0.0369304119462257,1.8766666650772097,14578776812.441776,0.0085178169021871,994.0024901359736
INVA,Innoviva,17.0,17.0,initiated by,Sell,Sell,2025-10-01 00:30:06,-2.0,-2.0,0.0,0.0,0.0,0.0,2025,10,1,Wednesday,2,4,2025-10-01 00:30:06,33.58228709780944,28.387073531488305,-75.29877359773793,-6.2435455978873895,-1.2099990844726562,37.976492253006676,-2336.19487836968,19.18748497398054,19.401000118255617,19.039428765433176,18.509970116635937,18.373275131221355,18.736006666705837,19.3503818017065,19.22970767914962,18.884667015075685,18.484036907323127,18.00514614369329,18.503384744606105,-0.3830950084376887,-0.2462369240482783,-0.1368580843894104,22.57652523306559,92.85714285714286,19.746040814315297,19.98000840105788,0.5783242300816885,3.457960136640456,28.5226273246293,-4790000.0,-3277299.93434517,-0.2133312863416697,18.18999989827474,4755286.321573661,-6.445309456470633,996.4498664983608
NMTC,NeuroOne Medical Technologies,3.0,3.0,initiated by,Buy,Buy,2025-09-10 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,10,Wednesday,2,3,2025-09-10 00:30:05,62.257122463312456,69.46779307769616,-26.050413012646956,15.175094629134655,0.1169999837875366,46.01601086643818,-1140.9404872027203,0.7987636128969725,0.7939500063657762,0.79416667450042,0.8020124305042868,0.822778935501424,0.8134587292546336,0.8172196480500685,0.7941574439907725,0.7725666741530101,0.8536192046290126,0.779814370815823,0.8104483607230805,0.015445101963027,0.0020930257879932,0.0133520761750338,22.221330630153098,57.14285714285714,0.7214248114347457,0.9010503904376908,0.074027601450095,8.57363334995505,74.70478103497359,5338300.0,-4590979.061304874,-0.5444177142089021,0.899999996026357,33470813.83041475,0.0823005893797596,1026.414004215749
GFL,GFL Environmental,62.0,62.0,initiated by,Overweight,Overweight,2025-09-22 00:30:13,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,22,Monday,0,3,2025-09-22 00:30:13,34.53285133110898,14.48712887272236,-86.82924106104448,-2.6471833284323387,-1.25,35.48916264884505,-2644.8038380047687,47.62663085679067,47.94550037384034,47.23909557887487,45.95387150256664,45.843206641640656,46.51650717130683,47.659938588631974,47.47323869559001,46.78133328755697,46.29686125804313,44.82411459610579,46.12003375619464,-0.8887517908202511,-0.6836209887654646,-0.2051308020547865,32.55101028877407,100.0,49.38918450927734,48.98200672824284,0.9691965633245844,2.1421657352337737,26.835183229176938,-16141300.0,-2479485.0035677007,-0.1711293448386256,46.006666819254555,-8655887.425688421,-18.381059859974073,998.0059250405892
TTAN,ServiceTitan,130.0,140.0,target raised by,Buy,Buy,2025-09-22 00:30:13,2.0,2.0,0.0,0.0,10.0,0.0769230769230769,2025,9,22,Monday,0,3,2025-09-22 00:30:13,48.849214989359474,72.62202392108442,-45.70718802499412,-6.923204584252153,-8.239997863769531,46.83883979817772,-1259.0795435603884,112.18775093156565,110.958500289917,113.40457167852492,117.75378318291204,116.39528706504844,114.76989300870912,112.9805610034819,111.04165329201685,115.5793337504069,113.86073416909682,119.39597904703204,116.09812704997164,2.0769893693240533,1.9627954231450175,0.1141939461790355,18.195529592932846,14.28571428571429,109.05728199385707,102.93561037337903,4.632286013670713,4.496211173527467,70.7482704530794,6858200.0,6543406.110977104,-0.0196108504478014,112.04600016276042,44001731.98953176,-32.32443928301326,992.7446421633936
EPC,Edgewell Personal Care,28.0,25.0,target lowered by,Overweight,Overweight,2025-09-26 00:30:06,2.0,2.0,0.0,0.0,-3.0,-0.1071428571428571,2025,9,26,Friday,4,3,2025-09-26 00:30:06,32.711973698153194,9.53958142141066,-85.67252163195423,-9.074156593417213,-1.969999313354492,41.84047755663463,-1133.662065412635,21.146249372547075,21.565930461883543,20.7655183610462,19.2941925802685,19.414946180356587,19.847197737041867,21.403254860848193,20.060872801102793,20.232666714986166,19.753920841055493,19.706676002256536,19.542898221448507,-1.0262134551708826,-0.8616636648584128,-0.1645497903124697,27.80858075424412,92.85714285714286,22.233246829662143,21.51553700089622,0.6930047258422835,3.2650050580992924,18.87297522468358,-5403200.0,1275636.8060948066,-0.1737654435860597,19.643332799275715,-55965729.15162208,-18.26681093606224,1003.8387329215344
DAIO,Data I/O,5.22,5.22,reiterated by,Buy,Buy,2025-07-28 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,7,28,Monday,0,3,2025-07-28 00:30:06,65.12961264033378,70.83332836628078,-37.50001490115764,6.730770700311809,0.2100000381469726,51.600384079615175,-3664.618498337554,3.175207204622098,3.1800000190734865,3.222476211048308,3.3045987233558254,3.333546906246774,3.325687696933084,3.2618699341162247,3.1543332675209133,3.2323333740234377,3.31489155860623,3.313034324342998,3.3117858969241736,0.1140087508719243,0.1105414547807056,0.0034672960912186,53.22155159287276,21.42857142857143,3.109530542568305,3.017222668932888,0.1245896128890557,4.156266833040392,56.7373332610608,781100.0,582513.734576737,0.3276570001734583,3.299999952316284,3089038.8023350537,-0.0122913363872183,1012.7396525365574
REG,Regency Centers,76.0,77.0,target raised by,In-Line,In-Line,2025-09-16 00:30:10,0.0,0.0,0.0,0.0,1.0,0.0131578947368421,2025,9,16,Tuesday,1,3,2025-09-16 00:30:10,43.76848452037945,11.85273345468813,-95.69232621121174,-1.734999878564815,-1.2426528930664062,29.515241983888952,-10891.886649836815,71.44138944760644,71.56096038818359,71.62052601405553,71.71407328221704,71.42111720043424,71.62816597124976,71.54872164176123,71.25647291859622,71.8726598103841,71.03979485337845,71.4242687818465,71.67011077119504,0.0958979054816779,0.2807727372901863,-0.1848748318085084,20.85466284201524,100.0,71.26141885972241,69.54863705650946,1.047351018423191,1.4028835543228135,34.95341198414984,-8181700.0,-2392744.7153522773,0.0050728394128071,70.56999969482422,4107550.3378610127,2.4918641050613317,991.9388326664846
QTWO,Q2,115.0,110.0,target lowered by,Overweight,Overweight,2025-09-25 00:30:05,2.0,2.0,0.0,0.0,-5.0,-0.0434782608695652,2025,9,25,Thursday,3,3,2025-09-25 00:30:05,35.418877858168656,5.49878811872098,-93.68504571842232,-11.182301575794602,-9.25,35.76485717977378,-1815.842010673468,79.01229504460214,79.78000068664551,79.4760481334868,78.05162896094384,77.72591796619146,77.89855012434131,79.734335351838,78.41901370071643,80.10333353678385,75.62897471509228,82.36701830518754,77.92604363714763,-1.0969050926749873,-0.3178596639170179,-0.7790454287579693,26.081211105219115,100.0,78.40320590708495,81.63494641829007,2.567708474753437,3.693716099454696,29.82383280554979,-20389300.0,-16677241.465199051,-0.2861294822310968,73.45666758219402,-112690484.35777074,-50.51689330114609,987.9708207769884
ZS,Zscaler,335.0,350.0,target raised by,Outperform,Outperform,2025-10-03 00:30:06,2.0,2.0,0.0,0.0,15.0,0.044776119402985,2025,10,3,Friday,4,4,2025-10-03 00:30:06,65.10300986329338,93.71698357913732,-13.382228574998344,3.78564415820192,11.1400146484375,61.056296176917485,-2625.2160373673164,292.0196203329331,290.2830001831055,294.3750943138486,302.3256169888054,305.0400456900023,299.88042157063506,290.1719263049242,292.4659099324742,295.35333353678385,303.420526067905,309.0382791728279,301.3826643023467,6.278293166386163,4.163155350810086,2.1151378155760776,22.649391802949996,14.28571428571429,284.8804204189641,281.3559150527717,8.283806144726318,2.670586077540142,60.87161233223391,-16169600.0,9378721.266046358,0.2446469690586519,305.6366678873698,-33681921.041828215,511.27372077454754,1001.8925940082275
CCCS,CCC Intelligent Solutions,10.0,10.0,reiterated by,Neutral,Neutral,2025-08-15 00:30:06,0.0,0.0,0.0,0.0,0.0,0.0,2025,8,15,Friday,4,3,2025-08-15 00:30:06,52.62814330440745,38.97057843868048,-58.08824715317626,-0.2055447587899764,-0.0199995040893554,53.20964035020023,-4129.894577700747,9.64322086838888,9.730499982833862,9.661714299519858,9.4723498533092,9.566591559073144,9.665409290020364,9.713293426818886,9.569439306913814,9.553000036875408,9.6215980440395,9.42788921694246,9.576933096965766,0.0073987603943646,0.0409276354314057,-0.0335288750370411,27.433757867728,71.42857142857143,9.643303555488307,10.186003830797649,0.2874031224210069,3.048243457112772,40.69513710547058,74484600.0,-5895584.0464727525,-0.1448052744271967,9.673333168029783,4260215.927368259,-0.0765661089409091,994.7467597506122
VIPS,Vipshop,17.0,19.0,target raised by,Neutral,Neutral,2025-08-17 00:30:05,0.0,0.0,0.0,0.0,2.0,0.1176470588235294,2025,8,17,Sunday,6,3,2025-08-17 00:30:05,64.4300998490995,91.51097818123732,-19.465665526625,12.169306963229106,1.8399991989135744,48.02779482886591,-2102.664054087194,15.784604862686164,15.76199998855591,15.815761893136164,16.040279733360588,16.350799637228732,16.173401777297432,15.894441866880378,16.173191859500896,15.637666765848795,16.60197883258089,16.08574414017651,16.153184653913335,0.3287745305063474,0.1683999613542261,0.1603745691521212,24.74472267956273,28.57142857142857,14.98398434753418,15.3585843812859,0.4884693673177051,3.378529572304595,58.91071921064182,3987900.0,18915996.195664793,0.1377572442641359,17.06333287556966,27937374.21903929,1.7216809035433005,1001.3626382706158
TTD,Trade Desk,100.0,60.0,target set by,Market Outperform,Market Outperform,2025-10-01 00:30:06,2.0,2.0,0.0,0.0,-40.0,-0.4,2025,10,1,Wednesday,2,4,2025-10-01 00:30:06,45.374840913541014,78.69150992228586,-18.586405603009016,8.706195406505737,3.950000762939453,61.68436809585891,-1335.618397766115,48.92293850050115,47.54524993896485,47.13607125055223,47.77967702609635,47.45227108830243,45.16064374844353,46.7384526247614,47.07792496285956,47.05766626993815,48.6793516009356,50.91219214318194,47.22333579652699,-2.3910028096521287,-3.5873506939694497,1.196347884317321,38.29334212301457,42.85714285714286,44.65410821991245,50.00786240651618,2.2527222120747346,4.1299216701916,51.448888146205974,63068700.0,-210169332.7728355,-0.0654293883962148,49.04833221435547,-4273587782.344714,3.372345455475763,1014.28227239385
ENR,Energizer,30.0,28.0,target lowered by,Neutral,Neutral,2025-10-24 00:30:05,0.0,0.0,0.0,0.0,-2.0,-0.0666666666666666,2025,10,24,Friday,4,4,2025-10-24 00:30:05,41.88858136926453,64.17672735250302,-47.228876236558946,3.4380364671142245,0.8100013732910156,39.80977481985755,-4901.209864567794,24.92206407725224,24.50349998474121,24.451143028622585,24.598158077636317,24.08378683448215,24.07355349318709,24.489340390879793,24.51424950604313,24.51233361562093,24.557509856436763,23.29148573471634,24.3665418262922,-0.5661415178005242,-0.7134265254167023,0.147285007616178,27.578229488195955,42.85714285714286,23.93829605865911,25.945513378935697,0.7770666758184659,3.043371984252928,52.15964073566809,-5570200.0,-1750561.484979391,-0.0132279507815071,24.510000864664715,103371933.91278248,0.2304849646801627,1000.7787518362665
ABCL,AbCellera Biologics,8.0,7.0,target lowered by,Buy,Buy,2025-08-09 00:30:09,2.0,2.0,0.0,0.0,-1.0,-0.125,2025,8,9,Saturday,5,3,2025-08-09 00:30:09,50.53245510151204,14.56129811786268,-77.62238333537573,-16.829747769946515,-0.8600001335144043,55.913476083452174,-853.8455323021333,4.338717878317759,4.500499987602234,4.490999982470559,4.2261133718077755,4.36823041193945,4.5728063030699655,4.52731814349238,4.265856488568775,4.377333307266235,4.264990906335754,4.299575903821009,4.325677310455643,0.1434932486094604,0.2670786422136611,-0.1235853936042006,39.225914810439384,100.0,3.930000066757202,3.819786780839497,0.3763620755790111,9.552157630158442,32.223595861161584,111946700.0,10183963.380575933,-0.185878999382368,4.396666765213013,1213282894.9521194,-0.240961709241788,976.8746540819506
SHEL,Shell,70.0,70.0,initiated by,Hold,Hold,2025-08-21 00:30:05,0.0,0.0,0.0,0.0,0.0,0.0,2025,8,21,Thursday,3,3,2025-08-21 00:30:05,60.56494715349088,60.48696948768599,-21.150140907598143,2.5803997710313156,1.8234786987304688,48.1242199429217,-13336.983200461113,71.46912637799382,71.52634391784667,71.61751418340775,71.85927706202386,72.01261748994088,72.00963908799375,71.50561301978041,71.26868795526323,71.70104014078775,72.04509573042023,71.81310472677305,71.99751693644991,0.4174064624813951,0.3950287380494085,0.0223777244319866,20.507720316212108,42.85714285714286,70.42888453426323,72.53062422921916,0.9722530149303366,1.240840393831223,63.92896280506505,-13008893.0,25597575.26138242,0.1359713552436998,72.31499735514323,5683254.45351214,2.485644966648121,1004.7205254035488
AI,C3.ai,16.0,17.0,target raised by,Neutral,Neutral,2025-09-15 00:30:05,0.0,0.0,0.0,0.0,1.0,0.0625,2025,9,15,Monday,0,3,2025-09-15 00:30:05,47.186537541145995,70.23624988421976,-1.4440077739963586,3.6664745406741255,0.6200008392333984,52.957318431389595,-1784.0236176363364,17.227295732651466,16.721999979019166,16.47199995858329,15.80465793584848,15.793864037610147,15.422429979667772,16.510298805895726,16.825116216397515,15.948999881744385,16.689093391778172,15.251534806719484,15.790787501455837,-1.1896873474609322,-1.5280721625312823,0.3383848150703501,41.1436960919483,50.0,15.456224538410044,18.02045372435828,0.9323260991503776,4.828235137310343,48.85194686231826,-89427000.0,11622940.09049066,0.0588395682277905,17.166666666666668,-1799227647.8301368,0.0230982205972281,998.4190027035386
NFG,National Fuel Gas,98.0,102.0,target raised by,Sector Outperform,Sector Outperform,2025-08-14 00:30:07,2.0,2.0,0.0,0.0,4.0,0.0408163265306122,2025,8,14,Thursday,3,3,2025-08-14 00:30:07,57.07477194584529,76.3654387348843,-25.988721602415264,1.140676577687339,0.9842987060546876,46.01651875216265,-9382.866236708222,86.64447751363518,87.03944473266603,86.97046290806362,87.1748561370321,87.45628109373119,87.6072567093389,87.01346213636155,86.30465068570773,86.97183558146159,87.2928877720114,87.4651558532236,87.32838806383481,0.7026764164095596,0.7950558996007385,-0.0923794831911789,12.084695625486232,35.71428571428571,83.86562110025334,83.63043746472015,1.3761088361449585,1.4754384736849324,47.47553076632308,1519200.0,3803211.421033571,0.0565301211587097,87.39438776787823,12333086.792597804,-1.0130011049018162,996.3723739814168
